No,tanggal,hari,bulan,tahun,barang,nopol,netto_kg,kabkot_supplier,jenis_kendaraan_supplier
58954,11/03/2020,11,3,2020,Sampah,aa 9569 ga,1565,Kabupaten Magelang,Kendaraan Khusus
58955,11/03/2020,11,3,2020,Sampah,aa 1737 jh,725,Kabupaten Kebumen,Mobil Pribadi
58957,11/03/2020,11,3,2020,Sampah,aa 9570 fa,275,Kabupaten Wonosobo,Kendaraan Khusus
58958,11/03/2020,11,3,2020,Sampah Terpilah,aa 9572 fa,1945,Kabupaten Wonosobo,Kendaraan Khusus
58959,11/03/2020,11,3,2020,Sampah,aa 9849 da,790,Kabupaten Kebumen,Kendaraan Khusus
58962,11/03/2020,11,3,2020,Sampah,aa 9577 fa,2080,Kabupaten Wonosobo,Kendaraan Khusus
58963,11/03/2020,11,3,2020,Sampah,aa 9831 da,690,Kabupaten Kebumen,Kendaraan Khusus
58964,11/03/2020,11,3,2020,Sampah,aa 9536 ha,1530,Kota Magelang,Kendaraan Khusus
58965,11/03/2020,11,3,2020,Sampah,aa 9530 ha,4020,Kota Magelang,Kendaraan Khusus
58966,11/03/2020,11,3,2020,Sampah,aa 9549 ha,1200,Kota Magelang,Kendaraan Khusus
58967,11/03/2020,11,3,2020,Sampah,aa 9540 ha,780,Kota Magelang,Kendaraan Khusus
58968,11/03/2020,11,3,2020,Sampah,aa 9531 aa,2165,Kota Magelang,Kendaraan Khusus
58969,11/03/2020,11,3,2020,Sampah,aa 9579 fa,1900,Kabupaten Wonosobo,Kendaraan Khusus
58970,11/03/2020,11,3,2020,Sampah,aa 9578 fa,2280,Kabupaten Wonosobo,Kendaraan Khusus
58971,11/03/2020,11,3,2020,Sampah,aa 9569 fa,565,Kabupaten Wonosobo,Kendaraan Khusus
58972,11/03/2020,11,3,2020,Sampah,aa 9849 da,460,Kabupaten Kebumen,Kendaraan Khusus
58973,11/03/2020,11,3,2020,Sampah,aa 9586 ga,1075,Kabupaten Magelang,Kendaraan Khusus
58974,11/03/2020,11,3,2020,Sampah,aa 9580 fa,1070,Kabupaten Wonosobo,Kendaraan Khusus
58975,11/03/2020,11,3,2020,Sampah,aa 9829 da,490,Kabupaten Kebumen,Kendaraan Khusus
58976,11/03/2020,11,3,2020,Sampah,aa 9541 ha,1520,Kota Magelang,Kendaraan Khusus
58977,11/03/2020,11,3,2020,Sampah,aa 9530 kh,2500,Kabupaten Magelang,Kendaraan Khusus
58978,11/03/2020,11,3,2020,Sampah,aa 9538 ha,3310,Kota Magelang,Kendaraan Khusus
58979,11/03/2020,11,3,2020,Sampah,aa 1886 ha,865,Kota Magelang,Mobil Pribadi
58980,11/03/2020,11,3,2020,Sampah,aa 9568 fa,1155,Kabupaten Wonosobo,Kendaraan Khusus
58981,11/03/2020,11,3,2020,Sampah,aa 9532 da,520,Kabupaten Kebumen,Kendaraan Khusus
58983,11/03/2020,11,3,2020,Sampah,aa 9571 fa,1425,Kabupaten Wonosobo,Kendaraan Khusus
58985,11/03/2020,11,3,2020,Sampah,aa 9847 da,310,Kabupaten Kebumen,Kendaraan Khusus
58986,11/03/2020,11,3,2020,Sampah,aa 9815 ca,420,Kabupaten Purworejo,Kendaraan Khusus
58988,11/03/2020,11,3,2020,Sampah,aa 9565 fa,1345,Kabupaten Wonosobo,Kendaraan Khusus
58991,11/03/2020,11,3,2020,Sampah,aa 9574 fa,680,Kabupaten Wonosobo,Kendaraan Khusus
58992,11/03/2020,11,3,2020,Sampah,aa 9532 ha,3360,Kota Magelang,Kendaraan Khusus
58993,11/03/2020,11,3,2020,Sampah,aa 9585 ga,915,Kabupaten Magelang,Kendaraan Khusus
58994,11/03/2020,11,3,2020,Sampah,aa 9828 da,500,Kabupaten Kebumen,Kendaraan Khusus
58996,11/03/2020,11,3,2020,Sampah,aa 9541 ha,770,Kota Magelang,Kendaraan Khusus
59001,10/03/2020,10,3,2020,Sampah,aa 9530 ha,2440,Kota Magelang,Kendaraan Khusus
59003,10/03/2020,10,3,2020,Sampah,aa 9574 fa,900,Kabupaten Wonosobo,Kendaraan Khusus
59006,10/03/2020,10,3,2020,Sampah,aa 9532 ha,1370,Kota Magelang,Kendaraan Khusus
59007,10/03/2020,10,3,2020,Sampah,aa 9567 la,1245,Kabupaten Purworejo,Kendaraan Khusus
59008,10/03/2020,10,3,2020,Sampah,aa 1734 ah,405,Kota Magelang,Mobil Pribadi
59010,10/03/2020,10,3,2020,Sampah,aa 9568 fa,695,Kabupaten Wonosobo,Kendaraan Khusus
59011,10/03/2020,10,3,2020,Sampah,ab 9699 we,515,Kabupaten Gunungkidul,Kendaraan Khusus
59012,10/03/2020,10,3,2020,Sampah,aa 1834 qh,215,Kabupaten Purworejo,Mobil Pribadi
59013,10/03/2020,10,3,2020,Sampah,aa 9577 fa,1200,Kabupaten Wonosobo,Kendaraan Khusus
59015,10/03/2020,10,3,2020,Sampah Terpilah,aa 1692 ka,705,Kabupaten Magelang,Mobil Pribadi
59016,10/03/2020,10,3,2020,Sampah,aa 1737 jh,385,Kabupaten Kebumen,Mobil Pribadi
59017,10/03/2020,10,3,2020,Sampah,aa 9664 da,610,Kabupaten Kebumen,Kendaraan Khusus
59019,10/03/2020,10,3,2020,Sampah,aa 9580 fa,1500,Kabupaten Wonosobo,Kendaraan Khusus
59020,10/03/2020,10,3,2020,Sampah,aa 9566 fa,960,Kabupaten Wonosobo,Kendaraan Khusus
59021,10/03/2020,10,3,2020,Sampah,aa 9668 da,410,Kabupaten Kebumen,Kendaraan Khusus
59022,10/03/2020,10,3,2020,Sampah,ab 9699 we,535,Kabupaten Gunungkidul,Kendaraan Khusus
59023,10/03/2020,10,3,2020,Sampah,aa 9536 ha,1500,Kota Magelang,Kendaraan Khusus
59024,10/03/2020,10,3,2020,Sampah,aa 9569 fa,755,Kabupaten Wonosobo,Kendaraan Khusus
59025,10/03/2020,10,3,2020,Sampah,aa 9582 fa,2605,Kabupaten Wonosobo,Kendaraan Khusus
59026,10/03/2020,10,3,2020,Sampah,aa 9829 da,680,Kabupaten Kebumen,Kendaraan Khusus
59028,10/03/2020,10,3,2020,Sampah,aa 9568 fa,1545,Kabupaten Wonosobo,Kendaraan Khusus
59030,10/03/2020,10,3,2020,Sampah,aa 9540 ha,830,Kota Magelang,Kendaraan Khusus
59031,10/03/2020,10,3,2020,Sampah,aa 9577 fa,1410,Kabupaten Wonosobo,Kendaraan Khusus
59032,10/03/2020,10,3,2020,Sampah,aa 9579 fa,1460,Kabupaten Wonosobo,Kendaraan Khusus
59033,10/03/2020,10,3,2020,Sampah,aa 9530 ha,4210,Kota Magelang,Kendaraan Khusus
59034,10/03/2020,10,3,2020,Sampah,aa 9541 ha,1570,Kota Magelang,Kendaraan Khusus
59035,10/03/2020,10,3,2020,Sampah,aa 9565 fa,1775,Kabupaten Wonosobo,Kendaraan Khusus
59036,10/03/2020,10,3,2020,Sampah,aa 9569 ga,1315,Kabupaten Magelang,Kendaraan Khusus
59038,10/03/2020,10,3,2020,Sampah,aa 9845 da,640,Kabupaten Kebumen,Kendaraan Khusus
59039,10/03/2020,10,3,2020,Sampah,aa 9585 ga,975,Kabupaten Magelang,Kendaraan Khusus
59041,10/03/2020,10,3,2020,Sampah,aa 9578 fa,2270,Kabupaten Wonosobo,Kendaraan Khusus
59042,10/03/2020,10,3,2020,Sampah,aa 9578 aa,360,Kota Magelang,Kendaraan Khusus
59043,10/03/2020,10,3,2020,Sampah,aa 9530 kh,2560,Kabupaten Magelang,Kendaraan Khusus
59044,10/03/2020,10,3,2020,Sampah,aa 9571 fa,1625,Kabupaten Wonosobo,Kendaraan Khusus
59045,10/03/2020,10,3,2020,Sampah,aa 1886 ha,1065,Kota Magelang,Mobil Pribadi
59046,10/03/2020,10,3,2020,Sampah,aa 9532 da,390,Kabupaten Kebumen,Kendaraan Khusus
59047,10/03/2020,10,3,2020,Sampah,aa 9537 ha,3190,Kota Magelang,Kendaraan Khusus
59049,10/03/2020,10,3,2020,Sampah,aa 9847 da,500,Kabupaten Kebumen,Kendaraan Khusus
59051,10/03/2020,10,3,2020,Sampah,aa 9664 da,660,Kabupaten Kebumen,Kendaraan Khusus
59052,10/03/2020,10,3,2020,Sampah,aa 9586 ga,1055,Kabupaten Magelang,Kendaraan Khusus
59055,10/03/2020,10,3,2020,Sampah,aa 9849 da,240,Kabupaten Kebumen,Kendaraan Khusus
59056,10/03/2020,10,3,2020,Sampah,aa 9584 aa,565,Kota Magelang,Kendaraan Khusus
59059,09/03/2020,9,3,2020,Sampah,ab 9699 we,995,Kabupaten Gunungkidul,Kendaraan Khusus
59060,09/03/2020,9,3,2020,Sampah,aa 9530 ha,3870,Kota Magelang,Kendaraan Khusus
59064,09/03/2020,9,3,2020,Sampah Terpilah,aa 1692 ka,385,Kabupaten Magelang,Mobil Pribadi
59066,09/03/2020,9,3,2020,Sampah,aa 9532 ha,2280,Kota Magelang,Kendaraan Khusus
59067,09/03/2020,9,3,2020,Sampah,aa 9574 fa,870,Kabupaten Wonosobo,Kendaraan Khusus
59068,09/03/2020,9,3,2020,Sampah,aa 1898 ha,65,Kota Magelang,Mobil Pribadi
59069,09/03/2020,9,3,2020,Sampah,aa 9568 fa,335,Kabupaten Wonosobo,Kendaraan Khusus
59071,09/03/2020,9,3,2020,Sampah,aa 1756 qh,235,Kabupaten Purworejo,Mobil Pribadi
59072,09/03/2020,9,3,2020,Sampah,aa 1737 jh,615,Kabupaten Kebumen,Mobil Pribadi
59073,09/03/2020,9,3,2020,Sampah,aa 9569 fa,1445,Kabupaten Wonosobo,Kendaraan Khusus
59076,09/03/2020,9,3,2020,Sampah,aa 9578 fa,1760,Kabupaten Wonosobo,Kendaraan Khusus
59078,09/03/2020,9,3,2020,Sampah,aa 9577 fa,1990,Kabupaten Wonosobo,Kendaraan Khusus
59079,09/03/2020,9,3,2020,Sampah,aa 9815 ca,890,Kabupaten Purworejo,Kendaraan Khusus
59080,09/03/2020,9,3,2020,Sampah Terpilah,aa 1931 fh,1245,Kabupaten Wonosobo,Mobil Pribadi
59082,09/03/2020,9,3,2020,Sampah,aa 9582 fa,2025,Kabupaten Wonosobo,Kendaraan Khusus
59083,09/03/2020,9,3,2020,Sampah,aa 9536 ha,1080,Kota Magelang,Kendaraan Khusus
59084,09/03/2020,9,3,2020,Sampah,aa 9664 da,680,Kabupaten Kebumen,Kendaraan Khusus
59086,09/03/2020,9,3,2020,Sampah,ab 9699 we,1045,Kabupaten Gunungkidul,Kendaraan Khusus
59087,09/03/2020,9,3,2020,Sampah,aa 9569 ga,1255,Kabupaten Magelang,Kendaraan Khusus
59088,09/03/2020,9,3,2020,Sampah,aa 9831 da,430,Kabupaten Kebumen,Kendaraan Khusus
59089,09/03/2020,9,3,2020,Sampah,aa 9847 da,400,Kabupaten Kebumen,Kendaraan Khusus
59090,09/03/2020,9,3,2020,Sampah,aa 9549 ha,870,Kota Magelang,Kendaraan Khusus
59091,09/03/2020,9,3,2020,Sampah,aa 9540 ha,840,Kota Magelang,Kendaraan Khusus
59092,09/03/2020,9,3,2020,Sampah,aa 9530 ha,3750,Kota Magelang,Kendaraan Khusus
59093,09/03/2020,9,3,2020,Sampah,aa 9537 ha,3520,Kota Magelang,Kendaraan Khusus
59094,09/03/2020,9,3,2020,Sampah,aa 9578 aa,340,Kota Magelang,Kendaraan Khusus
59095,09/03/2020,9,3,2020,Sampah,aa 9572 fa,2105,Kabupaten Wonosobo,Kendaraan Khusus
59096,09/03/2020,9,3,2020,Sampah,aa 9845 da,510,Kabupaten Kebumen,Kendaraan Khusus
59097,09/03/2020,9,3,2020,Sampah,aa 9578 fa,2100,Kabupaten Wonosobo,Kendaraan Khusus
59098,09/03/2020,9,3,2020,Sampah,aa 9582 fa,2195,Kabupaten Wonosobo,Kendaraan Khusus
59099,09/03/2020,9,3,2020,Sampah,aa 9541 ha,1760,Kota Magelang,Kendaraan Khusus
59100,09/03/2020,9,3,2020,Sampah,aa 9585 ga,1225,Kabupaten Magelang,Kendaraan Khusus
59101,09/03/2020,9,3,2020,Sampah,aa 9530 kh,2510,Kabupaten Magelang,Kendaraan Khusus
59102,09/03/2020,9,3,2020,Sampah,aa 1917 dh,345,Kabupaten Kebumen,Mobil Pribadi
59103,09/03/2020,9,3,2020,Sampah,aa 9586 ga,1705,Kabupaten Magelang,Kendaraan Khusus
59104,09/03/2020,9,3,2020,Sampah,aa 9532 da,620,Kabupaten Kebumen,Kendaraan Khusus
59105,09/03/2020,9,3,2020,Sampah,aa 9571 fa,1435,Kabupaten Wonosobo,Kendaraan Khusus
59106,09/03/2020,9,3,2020,Sampah,aa 9848 da,760,Kabupaten Kebumen,Kendaraan Khusus
59107,09/03/2020,9,3,2020,Sampah,aa 9568 fa,1365,Kabupaten Wonosobo,Kendaraan Khusus
59109,09/03/2020,9,3,2020,Sampah,aa 9581 ga,1340,Kabupaten Magelang,Kendaraan Khusus
59110,09/03/2020,9,3,2020,Sampah,aa 9829 da,530,Kabupaten Kebumen,Kendaraan Khusus
59111,09/03/2020,9,3,2020,Sampah,aa 9828 da,370,Kabupaten Kebumen,Kendaraan Khusus
59113,09/03/2020,9,3,2020,Sampah,aa 9532 ha,4000,Kota Magelang,Kendaraan Khusus
59115,09/03/2020,9,3,2020,Sampah,aa 1886 ha,1435,Kota Magelang,Mobil Pribadi
59119,08/03/2020,8,3,2020,Sampah,aa 9530 ha,3860,Kota Magelang,Kendaraan Khusus
59120,08/03/2020,8,3,2020,Sampah,aa 9541 ha,280,Kota Magelang,Kendaraan Khusus
59121,08/03/2020,8,3,2020,Sampah,aa 9532 da,290,Kabupaten Kebumen,Kendaraan Khusus
59122,08/03/2020,8,3,2020,Sampah,aa 9530 kh,1220,Kabupaten Magelang,Kendaraan Khusus
59123,08/03/2020,8,3,2020,Sampah,aa 9531 ha,2730,Kota Magelang,Kendaraan Khusus
59124,08/03/2020,8,3,2020,Sampah,aa 9537 ha,2160,Kota Magelang,Kendaraan Khusus
59128,08/03/2020,8,3,2020,Sampah,aa 9585 ga,815,Kabupaten Magelang,Kendaraan Khusus
59130,07/03/2020,7,3,2020,Sampah,aa 9568 fa,975,Kabupaten Wonosobo,Kendaraan Khusus
59131,07/03/2020,7,3,2020,Sampah,aa 1737 jh,575,Kabupaten Kebumen,Mobil Pribadi
59132,07/03/2020,7,3,2020,Sampah,aa 9532 ha,1430,Kota Magelang,Kendaraan Khusus
59133,07/03/2020,7,3,2020,Sampah,aa 9848 da,420,Kabupaten Kebumen,Kendaraan Khusus
59136,07/03/2020,7,3,2020,Sampah,aa 9577 fa,1900,Kabupaten Wonosobo,Kendaraan Khusus
59137,07/03/2020,7,3,2020,Sampah,aa 9530 ha,3780,Kota Magelang,Kendaraan Khusus
59138,07/03/2020,7,3,2020,Sampah,aa 9541 ha,1590,Kota Magelang,Kendaraan Khusus
59140,07/03/2020,7,3,2020,Sampah,aa 9582 fa,1085,Kabupaten Wonosobo,Kendaraan Khusus
59141,07/03/2020,7,3,2020,Sampah,aa 9845 da,580,Kabupaten Kebumen,Kendaraan Khusus
59142,07/03/2020,7,3,2020,Sampah,aa 9582 fa,2335,Kabupaten Wonosobo,Kendaraan Khusus
59143,07/03/2020,7,3,2020,Sampah,aa 9577 fa,1880,Kabupaten Wonosobo,Kendaraan Khusus
59144,07/03/2020,7,3,2020,Sampah,aa 9540 ha,640,Kota Magelang,Kendaraan Khusus
59145,07/03/2020,7,3,2020,Sampah,aa 9537 ha,3550,Kota Magelang,Kendaraan Khusus
59146,07/03/2020,7,3,2020,Sampah,aa 9578 fa,2260,Kabupaten Wonosobo,Kendaraan Khusus
59147,07/03/2020,7,3,2020,Sampah,aa 9531 aa,1235,Kota Magelang,Kendaraan Khusus
59148,07/03/2020,7,3,2020,Sampah,aa 9530 kh,2470,Kabupaten Magelang,Kendaraan Khusus
59149,07/03/2020,7,3,2020,Sampah,aa 9532 da,720,Kabupaten Kebumen,Kendaraan Khusus
59150,07/03/2020,7,3,2020,Sampah,aa 9848 da,600,Kabupaten Kebumen,Kendaraan Khusus
59152,07/03/2020,7,3,2020,Sampah,aa 9815 ca,530,Kabupaten Purworejo,Kendaraan Khusus
59153,07/03/2020,7,3,2020,Sampah,aa 9549 ha,340,Kota Magelang,Kendaraan Khusus
59155,07/03/2020,7,3,2020,Sampah,aa 9586 ga,1395,Kabupaten Magelang,Kendaraan Khusus
59157,07/03/2020,7,3,2020,Sampah,aa 9585 ga,1035,Kabupaten Magelang,Kendaraan Khusus
59158,07/03/2020,7,3,2020,Sampah,aa 1975 qh,215,Kabupaten Purworejo,Mobil Pribadi
59160,07/03/2020,7,3,2020,Sampah,aa 9538 ha,2780,Kota Magelang,Kendaraan Khusus
59161,07/03/2020,7,3,2020,Sampah,aa 9829 da,420,Kabupaten Kebumen,Kendaraan Khusus
59162,07/03/2020,7,3,2020,Sampah,aa 9532 ha,3830,Kota Magelang,Kendaraan Khusus
59164,07/03/2020,7,3,2020,Sampah,aa 9568 fa,1075,Kabupaten Wonosobo,Kendaraan Khusus
59168,06/03/2020,6,3,2020,Sampah,aa 9541 ha,850,Kota Magelang,Kendaraan Khusus
59171,06/03/2020,6,3,2020,Sampah Terpilah,aa 1898 ha,495,Kota Magelang,Mobil Pribadi
59172,06/03/2020,6,3,2020,Sampah,aa 9849 da,340,Kabupaten Kebumen,Kendaraan Khusus
59175,06/03/2020,6,3,2020,Sampah,aa 9574 fa,870,Kabupaten Wonosobo,Kendaraan Khusus
59176,06/03/2020,6,3,2020,Sampah,aa 1737 jh,575,Kabupaten Kebumen,Mobil Pribadi
59178,06/03/2020,6,3,2020,Sampah,aa 9530 ha,4130,Kota Magelang,Kendaraan Khusus
59179,06/03/2020,6,3,2020,Sampah,aa 1917 dh,685,Kabupaten Kebumen,Mobil Pribadi
59180,06/03/2020,6,3,2020,Sampah,aa 9570 fa,1765,Kabupaten Wonosobo,Kendaraan Khusus
59181,06/03/2020,6,3,2020,Sampah,aa 9582 fa,1625,Kabupaten Wonosobo,Kendaraan Khusus
59182,06/03/2020,6,3,2020,Sampah,aa 9532 da,440,Kabupaten Kebumen,Kendaraan Khusus
59183,06/03/2020,6,3,2020,Sampah,aa 9541 ha,1700,Kota Magelang,Kendaraan Khusus
59184,06/03/2020,6,3,2020,Sampah,aa 9578 fa,2340,Kabupaten Wonosobo,Kendaraan Khusus
59185,06/03/2020,6,3,2020,Sampah,aa 9586 ga,1485,Kabupaten Magelang,Kendaraan Khusus
59186,06/03/2020,6,3,2020,Sampah,aa 9537 ha,4200,Kota Magelang,Kendaraan Khusus
59187,06/03/2020,6,3,2020,Sampah,aa 9530 kh,2800,Kabupaten Magelang,Kendaraan Khusus
59188,06/03/2020,6,3,2020,Sampah,aa 9845 da,480,Kabupaten Kebumen,Kendaraan Khusus
59190,06/03/2020,6,3,2020,Sampah Terpilah,aa 1692 ka,155,Kabupaten Magelang,Mobil Pribadi
59191,06/03/2020,6,3,2020,Sampah,aa 9569 ga,895,Kabupaten Magelang,Kendaraan Khusus
59193,06/03/2020,6,3,2020,Sampah,aa 9567 la,955,Kabupaten Purworejo,Kendaraan Khusus
59194,06/03/2020,6,3,2020,Sampah,aa 9829 da,520,Kabupaten Kebumen,Kendaraan Khusus
59195,06/03/2020,6,3,2020,Sampah,aa 9571 fa,1415,Kabupaten Wonosobo,Kendaraan Khusus
59196,06/03/2020,6,3,2020,Sampah,aa 9532 ha,4010,Kota Magelang,Kendaraan Khusus
59197,06/03/2020,6,3,2020,Sampah,aa 9582 fa,1345,Kabupaten Wonosobo,Kendaraan Khusus
59198,06/03/2020,6,3,2020,Sampah,aa 1756 qh,745,Kabupaten Purworejo,Mobil Pribadi
59199,06/03/2020,6,3,2020,Sampah,aa 9815 ca,310,Kabupaten Purworejo,Kendaraan Khusus
59200,06/03/2020,6,3,2020,Sampah,aa 9828 da,420,Kabupaten Kebumen,Kendaraan Khusus
59202,06/03/2020,6,3,2020,Sampah,aa 9586 ga,465,Kabupaten Magelang,Kendaraan Khusus
59203,06/03/2020,6,3,2020,Sampah,aa 1886 ha,1085,Kota Magelang,Mobil Pribadi
59207,05/03/2020,5,3,2020,Sampah,aa 9574 fa,1110,Kabupaten Wonosobo,Kendaraan Khusus
59208,05/03/2020,5,3,2020,Sampah,aa 9530 ha,2640,Kota Magelang,Kendaraan Khusus
59209,05/03/2020,5,3,2020,Sampah,aa 9532 ha,1770,Kota Magelang,Kendaraan Khusus
59211,05/03/2020,5,3,2020,Sampah,aa 9541 ha,990,Kota Magelang,Kendaraan Khusus
59214,05/03/2020,5,3,2020,Sampah,aa 9577 fa,1110,Kabupaten Wonosobo,Kendaraan Khusus
59215,05/03/2020,5,3,2020,Sampah,ab 9699 we,1315,Kabupaten Gunungkidul,Kendaraan Khusus
59216,05/03/2020,5,3,2020,Sampah Terpilah,aa 1898 ha,125,Kota Magelang,Mobil Pribadi
59219,05/03/2020,5,3,2020,Sampah,aa 9580 fa,380,Kabupaten Wonosobo,Kendaraan Khusus
59220,05/03/2020,5,3,2020,Sampah,aa 1917 dh,105,Kabupaten Kebumen,Mobil Pribadi
59222,05/03/2020,5,3,2020,Sampah,aa 9664 da,640,Kabupaten Kebumen,Kendaraan Khusus
59223,05/03/2020,5,3,2020,Sampah,aa 9815 ca,670,Kabupaten Purworejo,Kendaraan Khusus
59224,05/03/2020,5,3,2020,Sampah,aa 9577 fa,1920,Kabupaten Wonosobo,Kendaraan Khusus
59225,05/03/2020,5,3,2020,Sampah,aa 9569 ga,975,Kabupaten Magelang,Kendaraan Khusus
59226,05/03/2020,5,3,2020,Sampah,aa 9578 fa,2240,Kabupaten Wonosobo,Kendaraan Khusus
59227,05/03/2020,5,3,2020,Sampah,aa 9579 fa,1500,Kabupaten Wonosobo,Kendaraan Khusus
59228,05/03/2020,5,3,2020,Sampah,aa 9569 fa,885,Kabupaten Wonosobo,Kendaraan Khusus
59229,05/03/2020,5,3,2020,Sampah,aa 9845 da,510,Kabupaten Kebumen,Kendaraan Khusus
59230,05/03/2020,5,3,2020,Sampah,aa 9580 fa,1220,Kabupaten Wonosobo,Kendaraan Khusus
59231,05/03/2020,5,3,2020,Sampah,aa 9536 ha,1170,Kota Magelang,Kendaraan Khusus
59232,05/03/2020,5,3,2020,Sampah,aa 9538 ha,3750,Kota Magelang,Kendaraan Khusus
59233,05/03/2020,5,3,2020,Sampah,aa 9831 da,810,Kabupaten Kebumen,Kendaraan Khusus
59235,05/03/2020,5,3,2020,Sampah,aa 9578 aa,590,Kota Magelang,Kendaraan Khusus
59236,05/03/2020,5,3,2020,Sampah,aa 9540 ha,880,Kota Magelang,Kendaraan Khusus
59237,05/03/2020,5,3,2020,Sampah,aa 9541 ha,1920,Kota Magelang,Kendaraan Khusus
59238,05/03/2020,5,3,2020,Sampah,aa 9568 fa,1295,Kabupaten Wonosobo,Kendaraan Khusus
59239,05/03/2020,5,3,2020,Sampah,aa 9530 ha,3730,Kota Magelang,Kendaraan Khusus
59240,05/03/2020,5,3,2020,Sampah,aa 1886 ha,895,Kota Magelang,Mobil Pribadi
59241,05/03/2020,5,3,2020,Sampah,aa 9586 ga,1315,Kabupaten Magelang,Kendaraan Khusus
59242,05/03/2020,5,3,2020,Sampah,aa 9585 ga,965,Kabupaten Magelang,Kendaraan Khusus
59244,05/03/2020,5,3,2020,Sampah,aa 9848 da,530,Kabupaten Kebumen,Kendaraan Khusus
59245,05/03/2020,5,3,2020,Sampah,aa 9530 kh,2560,Kabupaten Magelang,Kendaraan Khusus
59246,05/03/2020,5,3,2020,Sampah,aa 9572 fa,1525,Kabupaten Wonosobo,Kendaraan Khusus
59247,05/03/2020,5,3,2020,Sampah,aa 9571 fa,1155,Kabupaten Wonosobo,Kendaraan Khusus
59249,05/03/2020,5,3,2020,Sampah,aa 9537 ha,2750,Kota Magelang,Kendaraan Khusus
59250,05/03/2020,5,3,2020,Sampah,aa 9847 da,510,Kabupaten Kebumen,Kendaraan Khusus
59251,05/03/2020,5,3,2020,Sampah,aa 9565 fa,1055,Kabupaten Wonosobo,Kendaraan Khusus
59252,05/03/2020,5,3,2020,Sampah,aa 1917 dh,305,Kabupaten Kebumen,Mobil Pribadi
59253,05/03/2020,5,3,2020,Sampah,aa 9584 aa,585,Kota Magelang,Kendaraan Khusus
59254,05/03/2020,5,3,2020,Sampah,aa 9664 da,650,Kabupaten Kebumen,Kendaraan Khusus
59256,05/03/2020,5,3,2020,Sampah,aa 9567 la,1005,Kabupaten Purworejo,Kendaraan Khusus
59257,05/03/2020,5,3,2020,Sampah,aa 9829 da,310,Kabupaten Kebumen,Kendaraan Khusus
59259,05/03/2020,5,3,2020,Sampah,aa 9532 ha,2450,Kota Magelang,Kendaraan Khusus
59261,04/03/2020,4,3,2020,Sampah,ab 9699 we,1285,Kabupaten Gunungkidul,Kendaraan Khusus
59264,04/03/2020,4,3,2020,Sampah,aa 9530 ha,3050,Kota Magelang,Kendaraan Khusus
59265,04/03/2020,4,3,2020,Sampah,aa 9541 ha,1350,Kota Magelang,Kendaraan Khusus
59266,04/03/2020,4,3,2020,Sampah,aa 9532 da,480,Kabupaten Kebumen,Kendaraan Khusus
59268,04/03/2020,4,3,2020,Sampah,aa 9574 fa,940,Kabupaten Wonosobo,Kendaraan Khusus
59270,04/03/2020,4,3,2020,Sampah,aa 9541 ha,450,Kota Magelang,Kendaraan Khusus
59272,04/03/2020,4,3,2020,Sampah,aa 1917 dh,125,Kabupaten Kebumen,Mobil Pribadi
59273,04/03/2020,4,3,2020,Sampah,aa 9569 ga,1355,Kabupaten Magelang,Kendaraan Khusus
59278,04/03/2020,4,3,2020,Sampah Terpilah,aa 1692 ka,1235,Kabupaten Magelang,Mobil Pribadi
59279,04/03/2020,4,3,2020,Sampah,aa 9569 fa,1165,Kabupaten Wonosobo,Kendaraan Khusus
59280,04/03/2020,4,3,2020,Sampah,aa 9579 fa,1810,Kabupaten Wonosobo,Kendaraan Khusus
59281,04/03/2020,4,3,2020,Sampah,aa 9815 ca,910,Kabupaten Purworejo,Kendaraan Khusus
59282,04/03/2020,4,3,2020,Sampah,aa 9581 ga,1320,Kabupaten Magelang,Kendaraan Khusus
59283,04/03/2020,4,3,2020,Sampah,aa 9831 da,540,Kabupaten Kebumen,Kendaraan Khusus
59284,04/03/2020,4,3,2020,Sampah,aa 9539 ha,470,Kota Magelang,Kendaraan Khusus
59285,04/03/2020,4,3,2020,Sampah,aa 9572 fa,2155,Kabupaten Wonosobo,Kendaraan Khusus
59286,04/03/2020,4,3,2020,Sampah,aa 9568 fa,1425,Kabupaten Wonosobo,Kendaraan Khusus
59287,04/03/2020,4,3,2020,Sampah,aa 9536 ha,1100,Kota Magelang,Kendaraan Khusus
59288,04/03/2020,4,3,2020,Sampah,aa 9531 aa,1815,Kota Magelang,Kendaraan Khusus
59289,04/03/2020,4,3,2020,Sampah,aa 9540 ha,960,Kota Magelang,Kendaraan Khusus
59290,04/03/2020,4,3,2020,Sampah,aa 9577 fa,1810,Kabupaten Wonosobo,Kendaraan Khusus
59291,04/03/2020,4,3,2020,Sampah,aa 9537 ha,3550,Kota Magelang,Kendaraan Khusus
59292,04/03/2020,4,3,2020,Sampah,aa 9532 da,440,Kabupaten Kebumen,Kendaraan Khusus
59294,04/03/2020,4,3,2020,Sampah,aa 9571 fa,1935,Kabupaten Wonosobo,Kendaraan Khusus
59295,04/03/2020,4,3,2020,Sampah,aa 9580 fa,1240,Kabupaten Wonosobo,Kendaraan Khusus
59298,04/03/2020,4,3,2020,Sampah,aa 9578 fa,2330,Kabupaten Wonosobo,Kendaraan Khusus
59299,04/03/2020,4,3,2020,Sampah Terpilah,aa 1931 fh,915,Kabupaten Wonosobo,Mobil Pribadi
